# format: trackId, is-primary, nHits, pt, eta, pdg, q
367, 1, 0, 0.0455999, 5.03393, 2112, 0.000000
368, 1, 0, 0.564666, -0.866636, 2112, 0.000000
369, 1, 40, 0.945312, -1.39351, 2212, 3.000000
370, 1, 0, 0.758344, 1.15557, 2112, 0.000000
371, 1, 0, 0.133304, -4.21132, 2112, 0.000000
372, 1, 0, 0.222437, -3.55718, 2112, 0.000000
373, 1, 0, 0.243539, -3.28296, 2112, 0.000000
374, 1, 0, 0.374983, -2.83667, 2112, 0.000000
375, 1, 54, 0.382504, 0.450395, 2212, 3.000000
376, 1, 0, 0.0134565, -6.06113, 2112, 0.000000
377, 1, 12, 1.00696, -0.00811592, 2212, 3.000000
378, 1, 0, 1.14823, -0.13842, 2112, 0.000000
379, 1, 54, 0.453771, 1.10822, 2212, 3.000000
380, 1, 0, 0.197787, -3.66261, 2112, 0.000000
381, 1, 0, 0.169194, 0.941504, 2212, 3.000000
382, 1, 0, 0.230727, -2.94387, 2212, 3.000000
383, 1, 0, 0.118533, -4.13288, 2112, 0.000000
384, 1, 0, 0.331046, -2.12219, 2112, 0.000000
385, 1, 47, 1.24452, -0.543335, 2212, 3.000000
386, 1, 0, 0.154067, -3.65062, 2112, 0.000000
387, 1, 0, 0.225132, -3.47413, 2112, 0.000000
388, 1, 0, 0.102596, -4.15163, 2112, 0.000000
389, 1, 0, 0.358716, -3.3143, 2112, 0.000000
390, 1, 0, 0.166221, -3.51227, 2212, 3.000000
391, 1, 0, 0.166099, -3.72456, 2112, 0.000000
392, 1, 35, 0.171507, -1.29597, 2212, 3.000000
393, 1, 0, 0.16088, 2.56785, 2212, 3.000000
394, 1, 0, 0.348093, 1.27901, 111, 0.000000
395, 1, 0, 0.67729, -1.0974, 111, 0.000000
396, 1, 50, 0.200272, 0.465223, 211, 3.000000
397, 1, 0, 0.318638, -1.41485, 111, 0.000000
398, 1, 0, 0.323653, 1.58623, 130, 0.000000
399, 1, 0, 0.0352867, 2.7688, -211, -3.000000
